company_name,Annual Sales:,Company Type:,Corporate Family:,Corporate Highlights,D-U-N-S Number,D-U-N-S Number:,Domestic Ultimate D-U-N-S Number,EIN,Employees:,Fax:,Fiscal Year End:,Franchise,Home-Based Business,Import/Export Status,Incorporation Date,Industry:,Key ID Number:,LEI Number:,Manufacturer,Minority Owned,Owns/Rents,Parent D-U-N-S Number,Parent:,Plant/Facility Size (sq,Prescreen Score,Reporting Currency:,State Of Incorporation,Tel:,Total Assets:,Tradestyle,Ultimate Parent D-U-N-S Number,Ultimate Parent:,Women Owned,_id,address,contact,website
"Mc Investment, Llc.",85k,Private Independent,,, 076335955,07-633-5955,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,275750161,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad78959f9f5d0511eb43fb,"8188 Elder Creek Rd
Sacramento, California, 95824-2308
United States",,
Impact Venture Capital,80k,Private Independent,,, 107600023,10-760-0023,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,275583390,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-346-4103,,,,,,5aad78ac9f9f5d0511eb43fc,"801 K St FL 28
Sacramento, California, 95814-3522
United States",,www.impactvc.com
Metro Air Park Investors II L.P.,213k,Private Independent,,, 004637235,00-463-7235,, 810673909,2 (This Site) 2 (All Sites),,,,,, 2010,Investment Services,195499815,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD, California,,,,,,,5aad78c59f9f5d0511eb43fd,"555 Capitol Mall Fl 9
Sacramento, California, 95814-4504
United States","[[{u'position': u'Principal at Metro Air Park Investors II L.P.', u'industry': u'Investment Services', u'name': u'Troy Estacio', u'location': u'Sacramento, California, United States'}]]",
Hana Investments LLC,105k,Private Independent,,, 041129471,04-112-9471,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,195544651,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aad78df9f9f5d0511eb43fe,"3091 Fair Oaks Blvd
Sacramento, California, 95864-5613
United States",,
Riviera Investors LP,168k,Private Independent,,, 623533358,62-353-3358,,,2 (This Site) 2 (All Sites),,,,,, 2006,Investment Services,193091911,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-929-6900,,,,,,5aad78f79f9f5d0511eb43ff,"720 Howe Ave Ste 111
Sacramento, California, 95825-4687
United States",,
Campus Financial Corp,167k,Private Independent,,, 179581827,17-958-1827,,,2 (This Site) 2 (All Sites),,,,,, 2005,Investment Services,179979971,,,, Rents,,,"{u' ft': {u')': u' 1,662'}}",,USD, California,,,,,,,5aad790f9f9f5d0511eb4400,"650 Bercut Dr Ste C
Sacramento, California, 95811-0100
United States","[[{u'position': u'Principal at Campus Financial Corp', u'industry': u'Investment Services', u'name': u'John C Thomas', u'location': u'Sacramento, California, United States'}]]",
Baldr Capital Strategies,78k,Private Independent,,, 066849587,06-684-9587,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,242470870,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-520-0789,,,,,,5aad79509f9f5d0511eb4401,"372 Florin Rd
Sacramento, California, 95831-1407
United States","[[{u'position': u'Owner at Baldr Capital Strategies', u'industry': u'Investment Services', u'Main': u' 916-520-0789', u'name': u'Michael Marsh', u'location': u'Sacramento, California, United States'}]]",
Government Financial Education Institute,600,Private Independent,,, 965319309,96-531-9309,, 300422534,2 (This Site) 2 (All Sites),,31-Dec-2015,,,, 2010,Investment Services,195011357,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-444-5100,,,,,,5aad79669f9f5d0511eb4402,"1228 N St APT 13
Sacramento, California, 95814-5609
United States",,
Senior Care Investments LLC,72k,Private Independent,,, 095723460,09-572-3460,,,2 (This Site) 2 (All Sites),,,,,, 2016,Investment Services,253637187,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad797e9f9f5d0511eb4403,"803 J St
Sacramento, California, 95814-2503
United States",,
Genuine Investments,126k,Partnership Independent,,, 152476060,15-247-6060,,,2 (This Site) 2 (All Sites),,,, True,, 2004,Investment Services,121006511,,,,,,,"{u' ft': {u')': u' 2,565'}}",,USD,,916-628-3521,,,,,,5aad79989f9f5d0511eb4404,"6513 Villa Dr
Sacramento, California, 95842-2427
United States",,
Wbs Dynamic Investments Inc,80k,Private Independent,,, 046261674,04-626-1674,,,2 (This Site) 2 (All Sites),,,, True,, 2017,Investment Services,262173239,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,916-421-7325,,,,,,5aad79b19f9f5d0511eb4405,"4316 45Th Ave
Sacramento, California, 95824-3715
United States","[[{u'position': u'Owner at Wbs Dynamic Investments Inc', u'industry': u'Investment Services', u'Main': u' 916-421-7325', u'name': u'Wayne C Schermerhorn', u'location': u'Sacramento, California, United States'}]]",
"Three Fish Investors, LLC",80k,Private Independent,,, 094287343,09-428-7343,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,278977687,,,,,,,,,USD,,916-556-1900,,,,,,5aad79c89f9f5d0511eb4406,"920 20th St Ste 125
Sacramento, California, 95811-3131
United States",,
"281 Lathrop Capital, LLC",107k,Private Independent,,, 868674610,86-867-4610,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,193662650,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD, California,916-481-0199,,,,,,5aad79db9f9f5d0511eb4407,"2699 Azalea Rd
Sacramento, California, 95864-4901
United States","[[{u'position': u'Principal at 281 Lathrop Capital, LLC', u'industry': u'Investment Services', u'Main': u' 916-481-0199', u'name': u'John Skinner', u'location': u'Sacramento, California, United States'}]]",
"Akt Investors, Inc.",139k,Private Independent,,, 060625202,06-062-5202,,,2 (This Site) 2 (All Sites),,,,,, 2011,Investment Services,195647963,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD, California,,,,,,,5aad79f19f9f5d0511eb4408,"555 Capitol Mall Ste 1500
Sacramento, California, 95814-4603
United States",,
"Utilf Investments, LLC",112k,Private Independent,,, 070378659,07-037-8659,,,2 (This Site) 2 (All Sites),916-929-7111,,,,, 2012,Investment Services,196949770,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-929-7000,,,,,,5aad7a0a9f9f5d0511eb4409,"980 Fulton Ave
Sacramento, California, 95825-4558
United States","[[{u'position': u'Principal at Utilf Investments, LLC', u'industry': u'Investment Services', u'Main': u' 916-929-7000', u'name': u'Charles W Trainor', u'location': u'Sacramento, California, United States'}]]",
I S Mayall Investment LLC,72k,Private Independent,,, 055205506,05-520-5506,,,2 (This Site) 2 (All Sites),,,, True,, 2015,Investment Services,205044913,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aad7a249f9f5d0511eb440a,"790 Hawkcrest Cir
Sacramento, California, 95835-2010
United States",,
Early Bird Financial,140k,Private Independent,,, 018643231,01-864-3231,,,2 (This Site) 2 (All Sites),,,,,, 2009,Investment Services,186478762,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-568-0398,,,,,,5aad7a3d9f9f5d0511eb440b,"2214 Fernley Ave
Sacramento, California, 95815-2931
United States","[[{u'position': u'Principal at Early Bird Financial', u'industry': u'Investment Services', u'Main': u' 916-568-0398', u'name': u'Russell Gettemy', u'location': u'Sacramento, California, United States'}]]",
Wma Community Reinvestment Corporation,146k,Private Independent,,, 088218613,08-821-8613,, 203212259,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,176860937,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-448-7002,,,,,,5aad7a579f9f5d0511eb440c,"455 Capitol Mall Ste 800
Sacramento, California, 95814-4420
United States",,
Oaks Investors of Lodi A California Lim,95k,Private Independent,,, 071643188,07-164-3188,,,2 (This Site) 2 (All Sites),,,,,, 2001,Investment Services,190483544,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,,,,,,,5aad7a6f9f9f5d0511eb440d,"1900 Point West Way Ste 180
Sacramento, California, 95815-4783
United States","[[{u'position': u'Genl Ptnr at Oaks Investors of Lodi A California Lim', u'industry': u'Investment Services', u'name': u'Christopher J Kozell', u'location': u'Sacramento, California, United States'}]]",
Dalyn Investment Group,140k,Private Independent,,, 048167144,04-816-7144,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,188720998,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-216-1961,,,,,,5aad7a8a9f9f5d0511eb440e,"4150 Silver Crest Ave
Sacramento, California, 95821-4017
United States",,
Maharaj Investments Inc,84k,Private Independent,,, 085830022,08-583-0022,,,2 (This Site) 2 (All Sites),,,, True,, 2015,Investment Services,191450618,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD,,916-285-9068,,,,,,5aad7aa29f9f5d0511eb440f,"3046 Muskrat Way
Sacramento, California, 95834-2617
United States",,
Montana Cptal Car Title Loans,86k,Private Independent,,, 075872059,07-587-2059,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,231876909,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-970-1930,,,,,,5aad7aba9f9f5d0511eb4410,"7212 Florin Mall Dr
Sacramento, California, 95823-2785
United States",,www.montanacapital.com
Hamre Investments LLC,80k,Private Independent,,, 040578490,04-057-8490,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,279977563,,,,,,,,,USD, California,,,,,,,5aad7ad49f9f5d0511eb4411,"1407 Howe Ave
Sacramento, California, 95825-3203
United States",,
The Financial Light Inc,200k,Private Independent,,, 023106848,02-310-6848,,,2 (This Site) 2 (All Sites),,,,,, 2012,Investment Services,139122438,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-397-7187,,,,,,5aad7aef9f9f5d0511eb4412,"1373 Rowena Way
Sacramento, California, 95864-2654
United States
(Primary Address) Show Secondary","[[{u'position': u'Principal at The Financial Light Inc', u'industry': u'Investment Services', u'Main': u' 916-397-7187', u'name': u'Thomas Barnett', u'location': u'Sacramento, California, United States'}]]",www.thefinanciallight.com
Somonea Cheng Investment Inc,156k,Private Independent,,, 040426605,04-042-6605,,,2 (This Site) 2 (All Sites),,,, True,, 2015,Investment Services,188195991,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad7b069f9f5d0511eb4413,"5000 Kokomo Dr
Sacramento, California, 95835-1808
United States",,
Capital City Child Development Center,83k,Private Independent,,, 063030719,06-303-0719,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,242564280,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-433-2736,,,,,,5aad7b1b9f9f5d0511eb4414,"7220 24Th St
Sacramento, California, 95822-4978
United States","[[{u'position': u'Principal at Capital City Child Development Center', u'industry': u'Investment Services', u'Main': u' 916-433-2736', u'name': u'Melanie Gomez', u'location': u'Sacramento, California, United States'}]]",
"Edward D. Jones & Co., L.P.",,Private Branch,9393 Companies,, 030577425,03-057-7425, 185923232, 431449982,2 (This Site),,,,,,,Investment Services,105155322,,,,, 043508290,"Edward D. Jones & Co., L.P.","{u' ft': {u')': u' 2,473'}}",,,,916-454-1841,,, 185923232,"Jones Financial Companies, L.L.L.P.",,5aad7b329f9f5d0511eb4415,"3600 Mckinley Blvd
Sacramento, California, 95816-3416
United States","[[{u'position': u'Partner at Edward D. Jones & Co., L.P.', u'industry': u'Investment Services', u'Main': u' 916-454-1841', u'name': u'Peter Abi-Nader', u'location': u'Sacramento, California, United States'}]]",www.edwardjones.com
Aba Investments Inc,112k,Private Independent,,, 065017552,06-501-7552,,,2 (This Site) 2 (All Sites),,,,,, 2011,Investment Services,197347370,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aad7b4a9f9f5d0511eb4416,"1792 Tribute Rd Ste 270
Sacramento, California, 95815-4321
United States",,
Investments Kenny Salas,94k,Private Independent,,, 008631865,00-863-1865,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,275706419,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-476-3470,,,,,,5aad7b639f9f5d0511eb4417,"3050 Fite Cir
Sacramento, California, 95827-1806
United States",,
"Gie Investments, LLC",145k,Private Independent,,, 037612941,03-761-2941,,,2 (This Site) 2 (All Sites),,,,,, 2012,Investment Services,123413364,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-333-4614,,,,,,5aad7b7b9f9f5d0511eb4418,"4826 Mary Kate Dr
Sacramento, California, 95841-2530
United States",,
"Battaglia, Elizabeth",100k,Private Independent,,, 062910892,06-291-0892,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,261616039,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-382-4657,,,,, True,5aad7b939f9f5d0511eb4419,"3955 L St
Sacramento, California, 95816-5510
United States","[[{u'position': u'Owner at Battaglia, Elizabeth', u'industry': u'Investment Services', u'Main': u' 916-382-4657', u'name': u'Elizabeth Battaglia', u'location': u'Sacramento, California, United States'}]]",
Valley View Investors LLC,116k,Private Independent,,, 027032613,02-703-2613,,,2 (This Site) 2 (All Sites),,,,,, 2011,Investment Services,187207596,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-442-2210,,,,,,5aad7bad9f9f5d0511eb441a,"1500 K St
Sacramento, California, 95814-4018
United States",,
Sandhu Investment Group Inc,105k,Private Independent,,, 065640817,06-564-0817,,,2 (This Site) 2 (All Sites),,,,,, 2016,Investment Services,184509174,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,916-862-1422,,,,,,5aad7bc59f9f5d0511eb441b,"3326 Hayground Way
Sacramento, California, 95835-2461
United States",,
Enterventures,122k,Private Independent,,, 010747302,01-074-7302,,,2 (This Site) 2 (All Sites),,,,,, 2010,Investment Services,97860947,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,415-505-5003,,,,,,5aad7bde9f9f5d0511eb441c,"77 Cadillac Dr Ste 150
Sacramento, California, 95825-5480
United States",,www.enterventures.com
Tizzle N Tizzle Investments LL,133k,Private Independent,,, 622902331,62-290-2331,,,2 (This Site) 2 (All Sites),,,, True,, 2006,Investment Services,193086309,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,916-428-2326,,,,,,5aad7bf69f9f5d0511eb441d,"6723 Sandylee Way
Sacramento, California, 95828-3919
United States","[[{u'position': u'Management at Tizzle N Tizzle Investments LL', u'industry': u'Investment Services', u'Main': u' 916-428-2326', u'name': u'Tommy Thomas', u'location': u'Sacramento, California, United States'}]]",
DNC Investments Incorporated,123k,Private Independent,,, 067308339,06-730-8339,,,2 (This Site) 2 (All Sites),,,,,, 2012,Investment Services,190194988,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aad7c119f9f5d0511eb441e,"4505 Morpheus Ln
Sacramento, California, 95864-1734
United States","[[{u'position': u'Pr at DNC Investments Incorporated', u'industry': u'Investment Services', u'name': u'Chris Thomas', u'location': u'Sacramento, California, United States'}]]",
Indie Capital,153k,Private Independent,,, 011794628,01-179-4628,,,2 (This Site) 2 (All Sites),,,,,, 2007,Investment Services,101622746,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,530-409-5004,,,,,,5aad7c2a9f9f5d0511eb441f,"730 Howe Ave
Sacramento, California, 95825-4616
United States",,www.indiecap.net
Fbk Investment Group LLC,147k,Private Independent,,, 802748991,80-274-8991,,,2 (This Site) 2 (All Sites),,,,,, 2007,Investment Services,93737625,,,, Rents,,,"{u' ft': {u')': u' 1,662'}}",,USD, California,916-421-2292,,,,,,5aad7c409f9f5d0511eb4420,"7415 Greenhaven Dr
Sacramento, California, 95831-5167
United States",,
"Point Loma Investment Group, LLC",140k,Private Independent,,, 048205571,04-820-5571,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,188724446,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-949-0380,,,,,,5aad7c539f9f5d0511eb4421,"3306 Beretania Way
Sacramento, California, 95834-2549
United States","[[{u'position': u'Principal at Point Loma Investment Group, LLC', u'industry': u'Investment Services', u'Main': u' 916-949-0380', u'name': u'Earl Lat', u'location': u'Sacramento, California, United States'}]]",
"Sperber Investments II, LP",154k,Private Independent,,, 040423534,04-042-3534,,,2 (This Site) 2 (All Sites),,,,,, 2012,Investment Services,188195780,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,916-359-2002,,,,,,5aad7c699f9f5d0511eb4422,"50 Fullerton Ct Ste 101
Sacramento, California, 95825-6205
United States","[[{u'position': u'Principal at Sperber Investments II, LP', u'industry': u'Investment Services', u'Main': u' 916-359-2002', u'name': u'Harry Sperber', u'location': u'Sacramento, California, United States'}]]",
Princeton Capital,,Private Independent,,, 074435144,07-443-5144,,,2 (This Site) 2 (All Sites),,,,,, 2016,Investment Services,272251195,,,,,,,"{u' ft': {u')': u' 2,499'}}",,,,916-974-4130,,,,,,5aad7c7f9f9f5d0511eb4423,"800 Howe Ave
Sacramento, California, 95825-3911
United States",,
"6423 Elvas Avenue Investors, LLC",86k,Private Independent,,, 084684978,08-468-4978,,,2 (This Site) 2 (All Sites),,,,,, 2016,Investment Services,270885871,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad7c949f9f5d0511eb4424,"1100 N St Ste 8A
Sacramento, California, 95814-5645
United States",,
Magard Investments LLC,177k,Private Independent,,, 609203851,60-920-3851,, 208851963,2 (This Site) 2 (All Sites),,,,,, 2005,Investment Services,192949452,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,,,,,,,5aad7ca79f9f5d0511eb4425,"4340 Stockton Blvd
Sacramento, California, 95820-4023
United States
(Primary Address) Show Secondary",,
Msn Investments LLC,102k,Private Independent,,, 073658022,07-365-8022,,,2 (This Site) 2 (All Sites),,,, True,, 2014,Investment Services,196015489,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, Hawaii,916-487-8202,,,,, True,5aad7cbb9f9f5d0511eb4426,"2248 Maryal Dr
Sacramento, California, 95864-0773
United States",,
"Loms Investments, LLC",100k,Private Independent,,, 085622682,08-562-2682,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,191433320,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,916-220-1111,,,,,,5aad7ccf9f9f5d0511eb4427,"400 21St St
Sacramento, California, 95811-1117
United States",,
Garcia Properties and Investments LLC,71k,Private Independent,,, 941763083,94-176-3083,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,193850552,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad7cfd9f9f5d0511eb4428,"2023 C St
Sacramento, California, 95811-1120
United States",,
Angora Investment Company LLC,102k,Private Independent,,, 064321083,06-432-1083,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,194734476,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-469-9791,,,,,,5aad8f3af84a0a04adea4321,"500 Capitol Mall
Sacramento, California, 95814-4737
United States",,
"C&G Investments In Sacramento, LLC",82k,Private Independent,,, 071671169,07-167-1169,,,2 (This Site) 2 (All Sites),,,,,, 2016,Investment Services,205136441,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-370-9109,,,,,,5aad8f85f84a0a04adea4322,"6036 Green Glen Way
Sacramento, California, 95842-2915
United States",,
Capital Crossroads Gay Rodeo Association,115k,Nonprofit Independent,,, 964316173,96-431-6173,, 680395986,2 (This Site) 2 (All Sites),,,,,, 2010,Investment Services,181168417,,,,,,,"{u' ft': {u')': u' 3,454'}}",,USD, California,916-402-9413,,,,,,5aad8fe8f84a0a04adea4323,"PO Box 189305
Sacramento, California, 95818-9305
United States
(Primary Address) Show Secondary",,
Duke Acquisitions and Development Inc,175k,Private Independent,,, 064323526,06-432-3526,,,2 (This Site) 2 (All Sites),,,,,, 2013,Investment Services,136561927,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD,,916-476-5151,,,,,,5aad9052f84a0a04adea4324,"1050 20Th St
Sacramento, California, 95811-3152
United States",,
Tk Credit Recovery,94k,Private Independent,,, 016122287,01-612-2287,,,2 (This Site) 2 (All Sites),,,,,, 2017,Investment Services,242348517,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,510-724-9590,,,,,,5aad906bf84a0a04adea4325,"2701 Del Paso Rd
Sacramento, California, 95835-2305
United States","[[{u'position': u'Chief Executive Officer at Tk Credit Recovery', u'industry': u'Investment Services', u'Main': u' 510-724-9590', u'name': u'Eric Kaasa', u'location': u'Sacramento, California, United States'}]]",www.tkcreditrecovery.com
"Cali Prop Investors , LLC",125k,Private Independent,,, 047119914,04-711-9914,,,2 (This Site) 2 (All Sites),,,,,, 2012,Investment Services,188633370,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-441-1777,,,,,,5aad9088f84a0a04adea4326,"1609 21St St
Sacramento, California, 95811-6809
United States",,
Capital Pediatric Occupational Therapy,161k,Private Independent,,, 064613093,06-461-3093,,,2 (This Site) 2 (All Sites),,,, True,, 2011,Investment Services,190036166,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aad90abf84a0a04adea4327,"4549 D St
Sacramento, California, 95819-2811
United States","[[{u'position': u'Principal at Capital Pediatric Occupational Therapy', u'industry': u'Investment Services', u'name': u'Carolyn Stallings', u'location': u'Sacramento, California, United States'}]]",www.capitalkidsplace.com
Norris Financial Svc.,99k,Private Independent,,, 094203195,09-420-3195,,,2 (This Site) 2 (All Sites),,,, True,, 2017,Investment Services,253731508,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-482-5646,,,,,,5aad90cbf84a0a04adea4328,"4141 Dena Way
Sacramento, California, 95821-3007
United States","[[{u'position': u'Owner at Norris Financial Svc.', u'industry': u'Investment Services', u'Main': u' 916-482-5646', u'name': u'John Norris', u'location': u'Sacramento, California, United States'}]]",
"Property Investment Enterprises 2, LLC",72k,Private Independent,,, 044402812,04-440-2812,,,2 (This Site) 2 (All Sites),,,,,, 2014,Investment Services,253753260,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-221-8238,,,,,,5aad90e7f84a0a04adea4329,"3711 Winding Creek Rd
Sacramento, California, 95864-1532
United States
(Primary Address) Show Secondary","[[{u'position': u'Principal at Property Investment Enterprises 2, LLC', u'industry': u'Investment Services', u'Main': u' 916-221-8238', u'name': u'Arman Maghbouleh', u'location': u'Sacramento, California, United States'}]]",
Zequerity Investments A Corp,209k,Private Independent,,, 555714687,55-571-4687,,,2 (This Site) 2 (All Sites),,,,,, 2005,Investment Services,192845591,,,,,,,,,USD,,,,,,,,5aad912ef84a0a04adea432a,"Sacramento, California, 95860
United States",,
"Lodging Investors III, LLC",85k,Private Independent,,, 062040719,06-204-0719,,,2 (This Site) 2 (All Sites),,,,,, 2015,Investment Services,263273607,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,,,,,,,5aad9146f84a0a04adea432b,"926 J St
Sacramento, California, 95814-2703
United States",,
Successful Investment Inc,164k,Private Independent,,, 044001417,04-400-1417,,,2 (This Site) 2 (All Sites),,,, True,, 2014,Investment Services,182610702,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,510-205-7931,,,,,,5aad915ef84a0a04adea432c,"5760 Lolet Way
Sacramento, California, 95835-2405
United States",,
Zurich Financial,154k,Private Independent,,, 068372165,06-837-2165,,,2 (This Site) 2 (All Sites),,,,,, 2011,Investment Services,181013856,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-636-8671,,,,,,5aad919cf84a0a04adea432d,"4300 82Nd St Ste A
Sacramento, California, 95826-4730
United States","[[{u'position': u'Principal at Zurich Financial', u'industry': u'Investment Services', u'Main': u' 916-636-8671', u'name': u'John Carson', u'location': u'Sacramento, California, United States'}]]",www.zurichna.com
J & T Investments LLC,174k,Private Independent,,, 065392909,06-539-2909,,,2 (This Site) 2 (All Sites),,,,,, 2001,Investment Services,194389880,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD, California,,,,,,,5aad91daf84a0a04adea432e,"2336 Auburn Blvd
Sacramento, California, 95821-1756
United States",,
Strategic Alternative Investments Inc.,109k,Private Independent,,, 033770126,03-377-0126,,,2 (This Site) 2 (All Sites),,,, True,, 2010,Investment Services,187692836,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD,,,,,,,,5aad9215f84a0a04adea432f,"3434 13Th St
Sacramento, California, 95818-4019
United States","[[{u'position': u'Principal at Strategic Alternative Investments Inc.', u'industry': u'Investment Services', u'name': u'Teresa Peck', u'location': u'Sacramento, California, United States'}]]",
"Corona Financial Group, Inc.",219k,Private Independent,,, 010433096,01-043-3096,,,2 (This Site) 2 (All Sites),,,,,, 2012,Investment Services,195193294,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-248-9689,,,,,,5aad923ff84a0a04adea4330,"2233 Watt Ave Ste 282
Sacramento, California, 95825-0569
United States",[],
S K Maharaj Investments LLC,139k,Private Independent,,, 025102801,02-510-2801,,,2 (This Site) 2 (All Sites),,,,,, 2013,Investment Services,194989236,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-476-6833,,,,,,5aad9287f84a0a04adea4331,"7326 Stockton Blvd Apt 131
Sacramento, California, 95823-2757
United States",,
Krei Inc.,133k,Private Independent,,, 032004138,03-200-4138,,,2 (This Site) 2 (All Sites),,,,,, 2013,Investment Services,176614800,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-391-7311,,,,,,5aad929ff84a0a04adea4332,"6241 Franklin Blvd
Sacramento, California, 95824-3446
United States","[[{u'position': u'Chief Executive Officer at Krei Inc.', u'industry': u'Investment Services', u'Main': u' 916-391-7311', u'name': u'Kaying K Her', u'location': u'Sacramento, California, United States'}]]",
"Kerry Mac, LLC",50k,Private Independent,,, 089933698,08-993-3698,,,2 (This Site) 2 (All Sites),,,, True,, 2015,Computer Programming,182654068,,,,,,,"{u' ft': {u')': u' 2,184'}}",,USD, California,916-483-4403,,,,,,5aad92b9f84a0a04adea4333,"801 Columbia Dr
Sacramento, California, 95864-5355
United States",,
Fifth and Richards Investor Group LLC,119k,Private Independent,,, 017206057,01-720-6057,,,2 (This Site) 2 (All Sites),,,,,, 2011,Investment Services,182691618,,,,,,,"{u' ft': {u')': u' 2,536'}}",,USD, California,,,,,,,5aad92f8f84a0a04adea4334,"1731 Howe Ave
Sacramento, California, 95825-2209
United States","[[{u'position': u'Principal at Fifth and Richards Investor Group LLC', u'industry': u'Investment Services', u'name': u'Kevin Terry', u'location': u'Sacramento, California, United States'}]]",
